frame_id,track_id,class_id,class_name,cx,cy,x1,y1,x2,y2,confidence,crossed
108,1,3,car,243,791,104,740,382,843,0.7854,False
109,21,3,car,1491,775,1305,716,1677,835,0.7092,False
109,121,0,pedestrian,630,778,616,746,644,810,0.4704,False
109,1,3,car,205,800,21,731,389,870,0.6782,False
109,115,9,motor,707,787,676,764,738,811,0.3220,False
109,120,9,motor,773,782,745,756,801,808,0.4016,False
110,21,3,car,1509,775,1325,716,1693,834,0.7747,False
110,121,0,pedestrian,634,778,620,746,649,810,0.5285,False
110,1,3,car,192,802,11,734,373,870,0.6094,False
111,21,3,car,1534,775,1352,717,1716,834,0.7657,False
111,121,0,pedestrian,637,778,623,746,652,811,0.5527,False
111,1,3,car,205,794,52,737,359,851,0.5865,False
111,2,3,car,134,807,0,741,268,874,0.4666,False
111,120,9,motor,781,783,755,759,807,807,0.2831,False
112,21,3,car,1553,775,1371,716,1736,834,0.7808,False
112,121,0,pedestrian,640,778,626,746,655,811,0.3779,False
112,1,3,car,202,790,66,740,338,841,0.5531,False
112,2,3,car,148,807,0,737,296,877,0.4582,False
112,120,9,motor,784,782,757,757,811,807,0.2968,False
112,115,1,people,716,784,684,759,748,809,0.3277,False
113,21,3,car,1573,776,1391,717,1756,835,0.7579,False
113,121,0,pedestrian,643,780,630,749,657,811,0.4435,False
113,1,3,car,192,790,64,743,320,837,0.4191,False
113,2,3,car,155,807,0,735,310,879,0.6381,False
114,21,3,car,1596,774,1415,715,1777,834,0.7742,False
114,2,3,car,157,809,0,736,314,882,0.7481,False
114,120,9,motor,791,781,764,756,819,807,0.3626,False
115,21,3,car,1617,776,1439,718,1796,834,0.7590,False
115,2,3,car,160,808,0,737,320,880,0.7479,False
115,121,0,pedestrian,652,780,638,748,666,812,0.3597,False
116,21,3,car,1638,774,1458,715,1819,833,0.7943,False
116,2,3,car,169,808,2,735,337,881,0.7852,False
116,120,9,motor,800,784,769,755,831,813,0.2900,False
117,21,3,car,1660,773,1476,712,1845,834,0.7059,False
117,2,3,car,181,808,11,735,352,881,0.7654,False
117,120,9,motor,804,782,775,755,833,810,0.2993,False
117,121,0,pedestrian,659,779,645,747,674,811,0.3664,False
118,21,3,car,1680,774,1500,715,1861,834,0.6836,False
118,2,3,car,192,807,19,735,365,880,0.7273,False
118,120,9,motor,806,785,777,757,836,814,0.2702,False
119,21,3,car,1704,774,1526,715,1882,834,0.5810,False
119,2,3,car,208,807,32,735,385,879,0.4010,False
119,120,9,motor,811,782,783,755,840,810,0.2625,False
120,21,3,car,1725,775,1548,716,1902,834,0.6160,False
120,2,3,car,227,805,52,735,402,876,0.5348,False
120,1,3,car,101,791,0,739,203,843,0.4578,False
121,21,3,car,1746,775,1573,717,1920,834,0.5759,False
121,2,3,car,252,806,77,736,427,876,0.4698,False
121,121,0,pedestrian,674,779,660,749,688,810,0.2746,False
122,21,3,car,1758,778,1597,722,1920,834,0.6437,False
122,2,3,car,266,805,96,737,437,873,0.6868,False
122,121,0,pedestrian,679,780,666,750,692,810,0.3129,False
122,1,3,car,98,792,0,737,196,847,0.7194,False
123,21,3,car,1767,778,1614,723,1920,833,0.6258,False
123,2,4,van,286,802,119,735,454,870,0.3367,False
123,1,3,car,95,793,0,740,191,846,0.7210,False
124,21,3,car,1773,777,1626,721,1920,833,0.3806,False
124,2,3,car,305,801,144,736,466,866,0.4441,False
124,1,3,car,86,792,0,742,173,843,0.7043,False
124,120,9,motor,832,782,807,758,858,807,0.4230,False
124,121,0,pedestrian,686,780,673,751,699,809,0.3425,False
125,21,5,truck,1782,778,1645,723,1920,833,0.5552,False
125,2,3,car,324,801,170,739,478,864,0.4137,False
125,1,3,car,79,790,0,741,159,840,0.7349,False
125,171,9,motor,774,791,746,771,802,812,0.3924,False
125,120,9,motor,837,783,812,759,863,808,0.3283,False
125,121,0,pedestrian,691,781,678,753,704,810,0.3240,False
126,21,5,truck,1790,779,1661,725,1920,834,0.3588,False
126,2,3,car,368,800,210,736,527,865,0.5456,False
126,1,3,car,70,791,0,744,141,839,0.5958,False
126,171,9,motor,775,787,740,761,810,813,0.2824,False
126,120,9,motor,841,784,815,759,868,809,0.3193,False
127,21,3,car,1799,779,1678,725,1920,833,0.4485,False
128,21,5,truck,1805,778,1690,722,1920,835,0.5167,False
128,178,3,car,38,795,0,757,76,834,0.5108,False
128,171,9,motor,783,786,749,761,818,812,0.4056,False
128,120,9,motor,849,783,820,755,879,811,0.3182,False
129,21,3,car,1817,777,1715,725,1920,830,0.5352,False
129,178,3,car,31,795,0,761,62,829,0.5218,False
129,181,2,bicycle,210,796,194,768,226,824,0.5221,False
129,171,9,motor,790,787,757,762,824,812,0.4793,False
129,120,9,motor,855,784,825,755,885,813,0.3611,False
129,2,8,bus,488,771,271,681,706,861,0.5204,False
130,181,2,bicycle,215,794,199,765,232,823,0.4276,False
130,171,9,motor,793,786,757,759,830,814,0.3660,False
130,120,9,motor,859,783,828,753,890,813,0.2772,False
130,2,8,bus,522,766,299,673,746,860,0.5744,False
131,181,2,bicycle,220,794,204,765,237,823,0.3578,False
131,171,9,motor,799,785,761,756,838,815,0.2954,False
131,120,9,motor,862,784,832,754,893,814,0.2675,False
131,2,8,bus,551,767,330,673,773,862,0.4562,False
132,2,4,van,580,765,362,671,798,860,0.4835,False
132,188,2,bicycle,366,797,319,757,413,837,0.4916,False
133,193,2,bicycle,34,874,2,772,67,977,0.3799,False
133,181,2,bicycle,233,793,215,762,251,825,0.4226,False
134,193,2,bicycle,37,877,4,772,71,983,0.4487,False
134,181,2,bicycle,239,792,221,760,257,824,0.3602,False
134,120,9,motor,876,784,846,755,907,814,0.3264,False
134,2,4,van,635,769,435,682,836,857,0.5961,False
135,193,2,bicycle,40,875,5,767,75,984,0.4514,False
135,181,2,bicycle,243,792,225,759,262,825,0.3131,False
135,120,9,motor,881,783,849,752,913,814,0.2639,False
135,2,4,van,658,766,452,675,864,857,0.6368,False
136,193,2,bicycle,42,888,14,801,71,976,0.4319,False
136,181,2,bicycle,249,794,232,764,266,825,0.3342,False
136,2,4,van,698,766,498,676,898,857,0.4804,False
137,193,2,bicycle,45,904,19,825,72,984,0.4624,False
137,181,2,bicycle,254,791,236,757,273,825,0.3784,False
137,2,3,car,722,779,547,701,898,858,0.5445,False
138,193,2,bicycle,45,912,19,837,72,988,0.4615,False
138,2,3,car,743,780,569,702,918,858,0.3751,False
139,193,2,bicycle,45,918,20,849,71,988,0.4609,False
139,2,4,van,761,770,570,684,952,857,0.4435,True
139,217,2,bicycle,405,794,355,755,455,834,0.3903,False
140,2,3,car,777,777,598,697,957,857,0.3739,False
140,218,2,bicycle,58,909,12,831,105,987,0.4157,False
140,181,2,bicycle,270,796,254,768,286,825,0.4151,False
141,2,3,car,809,788,652,719,967,857,0.6813,False
141,217,2,bicycle,410,797,363,760,458,835,0.3907,False
142,2,3,car,837,792,687,728,987,857,0.7364,False
142,217,2,bicycle,413,797,373,765,454,829,0.3554,False
142,181,2,bicycle,278,798,263,771,294,826,0.4044,False
143,2,3,car,862,793,714,731,1010,856,0.8061,False
143,181,2,bicycle,285,797,269,769,302,826,0.4235,False
143,218,2,bicycle,77,905,40,845,114,966,0.4267,False
144,2,3,car,888,794,740,733,1036,856,0.7866,False
144,181,2,bicycle,291,798,275,771,307,825,0.2915,False
145,2,3,car,912,794,763,733,1062,856,0.6388,False
145,181,2,bicycle,296,796,280,768,312,825,0.2697,False
146,2,3,car,937,794,785,732,1090,856,0.7599,False
147,2,3,car,965,794,812,732,1118,856,0.5120,False
147,181,2,bicycle,307,793,289,760,326,826,0.4334,False
148,2,3,car,987,794,834,733,1141,855,0.7418,False
148,181,2,bicycle,311,797,295,768,328,826,0.3375,False
149,2,3,car,1011,792,856,731,1167,854,0.7818,False
149,181,2,bicycle,315,799,299,772,331,827,0.3455,False
150,2,3,car,1034,793,879,733,1190,854,0.7863,False
150,181,2,bicycle,319,800,304,773,335,827,0.3816,False
151,2,3,car,1060,793,904,732,1217,855,0.8034,False
151,181,2,bicycle,326,792,306,756,346,828,0.5237,False
152,2,3,car,1085,793,929,733,1242,854,0.8054,False
152,181,2,bicycle,330,797,312,765,348,829,0.3765,False
152,240,9,motor,484,793,465,761,503,825,0.4669,False
153,2,3,car,1106,794,947,733,1265,855,0.7987,False
153,181,2,bicycle,334,800,318,771,350,829,0.3693,False
153,240,9,motor,489,791,471,760,508,823,0.3424,False
153,242,9,motor,900,792,868,767,932,818,0.4486,False
154,2,3,car,1132,793,973,732,1292,855,0.7998,False
154,240,9,motor,495,795,477,765,514,826,0.3461,False
154,242,9,motor,899,793,870,770,929,817,0.3292,False
155,2,3,car,1158,793,997,732,1319,855,0.7812,False
155,240,9,motor,500,797,482,766,518,828,0.3382,False
155,242,9,motor,902,793,872,769,933,817,0.4328,False
155,120,9,motor,965,787,938,761,993,813,0.3088,False
155,217,9,motor,435,800,402,774,468,826,0.2859,False
155,181,2,bicycle,343,801,328,774,359,828,0.3519,False
156,2,3,car,1181,788,1010,722,1352,854,0.7834,False
156,240,9,motor,503,798,485,767,522,829,0.3286,False
156,242,9,motor,907,793,879,771,936,816,0.3258,False
156,120,9,motor,973,786,944,758,1003,814,0.2609,False
156,217,2,bicycle,432,799,398,771,467,828,0.3238,False
157,2,3,car,1206,785,1028,716,1385,854,0.7951,False
157,242,9,motor,912,795,883,773,941,818,0.3106,False
157,217,2,bicycle,430,799,395,769,465,829,0.3359,False
157,254,6,tricycle,164,894,3,764,325,1024,0.3551,False
157,181,2,bicycle,353,801,337,773,369,829,0.2698,False
158,2,3,car,1230,788,1056,721,1405,856,0.8004,False
158,254,6,tricycle,169,895,3,761,336,1030,0.2678,False
158,240,9,motor,513,797,494,765,532,829,0.3267,False
158,120,1,people,980,787,953,761,1008,814,0.2786,False
159,2,3,car,1253,787,1079,719,1427,855,0.7894,False
159,254,6,tricycle,176,894,17,766,336,1022,0.3352,False
159,259,0,pedestrian,801,789,788,762,814,816,0.4250,False
159,240,9,motor,518,796,499,764,537,828,0.3468,False
159,120,9,motor,983,792,958,768,1008,816,0.4935,False
159,242,9,motor,917,794,889,772,946,817,0.3871,False
159,181,2,bicycle,363,801,347,773,380,830,0.3813,False
160,2,3,car,1278,790,1110,725,1446,856,0.7677,False
160,240,9,motor,521,796,502,763,541,830,0.3389,False
160,120,9,motor,985,794,961,771,1010,817,0.3921,False
160,242,9,motor,922,793,892,770,952,817,0.5179,False
160,181,9,motor,369,800,352,770,386,831,0.3543,False
161,2,3,car,1302,791,1136,727,1469,856,0.7608,False
161,120,9,motor,989,793,965,770,1014,816,0.3915,False
161,242,9,motor,926,795,896,772,956,819,0.4514,False
161,217,2,bicycle,435,799,399,767,472,831,0.2551,False
162,2,3,car,1328,794,1167,732,1489,856,0.7858,False
162,120,9,motor,993,794,969,773,1017,816,0.4420,False
162,242,9,motor,929,794,898,770,961,819,0.5211,False
162,217,2,bicycle,436,800,403,771,469,830,0.2924,False
162,254,6,tricycle,194,889,32,760,357,1019,0.3110,False
162,240,2,bicycle,529,800,510,768,548,833,0.3102,False
163,2,3,car,1353,794,1193,733,1513,856,0.7620,False
163,242,9,motor,936,795,906,772,967,819,0.3151,False
164,2,3,car,1377,796,1220,736,1534,856,0.8057,False
164,242,9,motor,940,795,910,772,971,819,0.3712,False
164,120,9,motor,1000,794,975,771,1025,817,0.3545,False
164,217,2,bicycle,422,801,386,770,459,833,0.3653,False
164,240,2,bicycle,535,803,513,765,558,842,0.3504,False
165,2,3,car,1401,795,1242,735,1560,856,0.8009,False
165,242,9,motor,945,795,916,773,975,818,0.3113,False
165,120,1,people,1008,791,982,767,1034,816,0.3481,False
165,217,2,bicycle,417,801,379,769,455,834,0.2750,False
165,240,2,bicycle,540,805,518,768,563,842,0.3169,False
166,2,3,car,1430,796,1274,737,1587,855,0.8050,False
166,242,9,motor,948,796,919,774,977,819,0.3569,False
166,120,9,motor,1010,794,987,773,1034,816,0.3414,False
166,240,2,bicycle,533,805,509,767,558,843,0.4140,False
167,2,3,car,1450,796,1295,738,1606,855,0.8115,False
167,242,9,motor,950,797,920,774,980,820,0.5078,False
167,120,9,motor,1013,797,990,776,1036,818,0.5206,False
168,2,3,car,1473,796,1315,737,1631,855,0.8153,False
168,242,9,motor,953,799,926,778,980,820,0.2645,False
168,120,9,motor,1017,795,993,774,1041,817,0.2745,False
168,277,2,bicycle,203,925,169,863,238,987,0.3934,False
168,278,0,pedestrian,835,791,823,763,848,819,0.4139,False
169,2,3,car,1498,796,1340,737,1657,855,0.8071,False
169,242,9,motor,957,799,930,778,985,820,0.3423,False
169,120,9,motor,1020,794,995,772,1045,817,0.5097,False
170,2,3,car,1520,795,1359,736,1682,855,0.8091,False
170,242,9,motor,961,799,930,775,992,823,0.4068,False
170,120,9,motor,1023,793,997,770,1050,817,0.3412,False
170,282,2,bicycle,558,803,537,769,580,838,0.4078,False
170,277,2,bicycle,208,925,173,863,243,988,0.3456,False
171,2,3,car,1546,795,1385,736,1708,855,0.8052,False
171,242,9,motor,965,799,936,776,995,822,0.3772,False
171,120,9,motor,1028,796,1004,774,1053,818,0.3686,False
171,282,2,bicycle,563,801,542,768,584,835,0.3757,False
171,277,2,bicycle,214,922,178,857,250,987,0.5399,False
171,240,2,bicycle,549,805,523,767,576,844,0.4732,False
172,2,3,car,1574,795,1411,735,1737,855,0.7979,False
173,2,3,car,1599,795,1435,735,1764,856,0.7997,False
173,242,9,motor,973,799,942,775,1004,823,0.3139,False
173,240,2,bicycle,564,807,537,768,592,847,0.3200,False
174,2,3,car,1624,794,1457,733,1791,856,0.8038,False
174,242,9,motor,975,798,944,774,1007,823,0.2616,False
174,240,2,bicycle,574,807,548,769,600,846,0.4140,False
174,120,9,motor,1039,797,1014,776,1064,819,0.2598,False
174,277,2,bicycle,224,927,191,867,258,988,0.4105,False
175,2,3,car,1658,796,1496,736,1820,856,0.8015,False
175,277,2,bicycle,228,927,195,867,262,988,0.5500,False
176,2,3,car,1676,794,1510,733,1843,856,0.8010,False
176,242,9,motor,983,804,953,782,1013,827,0.3959,False
176,240,2,bicycle,583,804,560,769,607,839,0.4245,False
176,120,9,motor,1047,796,1023,775,1072,818,0.3799,False
177,2,3,car,1699,790,1524,725,1875,855,0.7861,False
177,242,9,motor,989,806,961,784,1018,828,0.2613,False
177,240,2,bicycle,588,803,565,768,611,838,0.2936,False
177,120,9,motor,1050,797,1024,775,1076,820,0.3047,False
178,2,3,car,1722,788,1542,722,1903,855,0.7644,False
179,2,3,car,1741,786,1563,717,1920,855,0.7789,False
179,242,9,motor,993,803,964,780,1023,826,0.3135,False
179,120,9,motor,1057,798,1032,776,1082,820,0.2782,False
180,2,3,car,1752,787,1584,719,1920,856,0.7942,False
180,304,2,bicycle,267,900,218,825,316,975,0.3842,False
180,120,9,motor,1060,799,1036,778,1085,821,0.3100,False
181,2,3,car,1765,793,1610,730,1920,857,0.7855,False
181,304,2,bicycle,270,912,224,841,317,983,0.2976,False
181,120,9,motor,1063,799,1037,776,1090,822,0.3185,False
182,2,3,car,1777,796,1634,736,1920,856,0.8058,False
182,120,9,motor,1066,797,1039,774,1094,821,0.2834,False
182,242,9,motor,1003,807,976,787,1030,828,0.3280,False
183,2,3,car,1785,796,1650,738,1920,855,0.8008,False
183,310,9,motor,211,918,89,832,333,1004,0.4202,False
184,2,3,car,1792,796,1665,737,1920,855,0.8008,False
184,240,2,bicycle,614,808,589,770,639,846,0.3542,False
184,304,2,bicycle,271,926,229,862,313,991,0.3636,False
185,2,3,car,1802,797,1684,740,1920,854,0.7909,False
185,315,9,motor,456,876,405,786,508,967,0.3835,False
185,317,2,bicycle,79,882,12,832,146,932,0.4276,False
186,2,3,car,1813,799,1707,745,1920,854,0.7798,False
186,315,9,motor,459,875,408,786,510,965,0.5421,False
186,317,2,bicycle,84,875,9,819,160,932,0.3129,False
186,120,9,motor,1081,800,1051,774,1111,826,0.2751,False
186,242,9,motor,1013,803,981,778,1046,829,0.3453,False
186,240,2,bicycle,619,808,595,771,644,846,0.2501,False
187,2,3,car,1822,796,1725,743,1920,850,0.7404,False
187,315,9,motor,463,875,412,785,515,965,0.4525,False
187,319,2,bicycle,292,908,242,827,342,989,0.4335,False
187,120,9,motor,1083,800,1052,773,1114,828,0.4689,False
187,242,9,motor,1017,807,988,785,1046,830,0.4790,False
187,240,2,bicycle,624,810,601,774,648,846,0.2568,False
187,310,2,bicycle,227,919,109,835,346,1003,0.2525,False
188,2,3,car,1831,796,1743,743,1920,849,0.7378,False
188,315,9,motor,467,876,419,790,516,962,0.3238,False
188,319,2,bicycle,295,907,246,827,345,987,0.4936,False
188,242,9,motor,1020,807,991,784,1050,830,0.4426,False
189,315,9,motor,471,874,422,789,520,960,0.3932,False
189,319,2,bicycle,301,911,253,834,349,988,0.4913,False
189,242,9,motor,1022,808,991,784,1053,833,0.3011,False
189,277,2,bicycle,286,923,250,856,322,991,0.4787,False
189,120,9,motor,1089,800,1061,775,1118,826,0.3613,False
190,319,2,bicycle,305,909,259,835,352,984,0.5183,False
190,242,9,motor,1025,806,993,780,1058,832,0.2933,False
190,120,9,motor,1092,801,1063,776,1121,827,0.4768,False
190,240,2,bicycle,634,808,612,774,656,843,0.2541,False
191,319,2,bicycle,310,916,268,849,352,983,0.4478,False
192,319,2,bicycle,312,917,269,847,356,987,0.3388,False
192,310,9,motor,243,923,131,843,356,1003,0.3468,False
192,315,9,motor,478,871,427,783,529,960,0.5400,False
192,240,2,bicycle,632,809,608,773,656,845,0.4060,False
193,319,2,bicycle,315,912,267,834,364,990,0.4007,False
193,310,2,bicycle,247,920,126,834,369,1007,0.3370,False
193,315,9,motor,481,873,432,788,530,959,0.5995,False
193,240,2,bicycle,640,810,617,774,664,846,0.3740,False
193,120,9,motor,1100,803,1071,777,1129,830,0.3509,False
194,319,2,bicycle,320,919,275,847,366,991,0.3071,False
194,315,9,motor,484,872,435,786,534,958,0.4893,False
194,240,2,bicycle,644,810,622,775,667,846,0.3301,False
195,319,2,bicycle,324,913,278,839,370,987,0.3551,False
195,315,9,motor,485,878,439,800,531,957,0.4452,False
195,277,2,bicycle,313,930,280,870,347,991,0.2563,False
195,120,9,motor,1107,806,1080,783,1134,830,0.2731,False
196,319,2,bicycle,327,903,277,824,377,983,0.5013,False
196,315,9,motor,486,874,438,791,535,957,0.5287,False
196,120,9,motor,1109,807,1083,785,1136,830,0.2550,False
196,310,2,bicycle,259,909,131,818,387,1001,0.2584,False
196,240,2,bicycle,648,813,622,775,674,851,0.5493,False
197,319,2,bicycle,329,916,284,844,375,988,0.3127,False
197,343,0,pedestrian,926,802,912,775,941,829,0.3956,False
197,240,2,bicycle,651,812,627,776,676,849,0.2930,False
198,319,2,bicycle,331,920,287,852,375,989,0.4129,False
198,343,0,pedestrian,930,800,915,772,945,829,0.3408,False
198,240,2,bicycle,651,813,626,777,676,849,0.3310,False
199,319,2,bicycle,333,922,290,854,377,990,0.3719,False
199,240,2,bicycle,648,813,622,777,674,849,0.3973,False
199,346,2,bicycle,118,866,66,798,170,935,0.4343,False
199,242,9,motor,1051,811,1021,788,1081,835,0.3180,False
199,315,9,motor,485,878,440,803,530,954,0.3496,False
199,310,2,bicycle,268,922,154,841,382,1004,0.3185,False
200,319,2,bicycle,334,928,294,866,375,990,0.3012,False
200,240,2,bicycle,648,812,622,777,675,848,0.3613,False
200,346,2,bicycle,123,872,76,810,171,935,0.4909,False
200,347,2,bicycle,660,811,640,777,681,845,0.3516,False
200,242,9,motor,1054,812,1027,791,1082,834,0.3479,False
200,343,0,pedestrian,935,800,921,772,950,828,0.3329,False
201,319,2,bicycle,340,927,300,865,381,989,0.3928,False
201,346,2,bicycle,132,876,87,818,177,935,0.6007,False
201,347,2,bicycle,663,811,644,778,683,844,0.4532,False
201,242,9,motor,1058,812,1029,790,1087,834,0.2782,False
201,343,0,pedestrian,938,798,923,769,953,828,0.3201,False
202,319,2,bicycle,343,927,302,864,385,990,0.4408,False
202,346,2,bicycle,133,874,86,814,180,935,0.5372,False
202,347,2,bicycle,668,812,648,779,688,845,0.3366,False
202,242,9,motor,1058,811,1027,787,1090,835,0.3289,False
202,343,0,pedestrian,940,799,925,770,955,828,0.3623,False
202,349,2,bicycle,325,928,297,864,354,992,0.3946,False
202,315,9,motor,480,879,436,809,524,950,0.3134,False
203,319,2,bicycle,358,919,321,860,396,978,0.5207,False
203,346,2,bicycle,135,875,88,815,182,935,0.4293,False
203,347,2,bicycle,670,812,650,779,690,846,0.3220,False
203,242,9,motor,1060,811,1030,788,1091,835,0.3869,False
203,343,0,pedestrian,942,800,927,771,957,829,0.3776,False
203,349,2,bicycle,331,929,304,867,359,991,0.3590,False
203,315,9,motor,475,875,428,801,522,950,0.3471,False
204,346,2,bicycle,137,880,94,826,180,935,0.5404,False
204,343,0,pedestrian,944,800,929,771,959,829,0.3531,False
204,310,9,motor,278,929,174,855,383,1004,0.3545,False
205,346,2,bicycle,138,881,96,828,181,935,0.5272,False
205,343,0,pedestrian,946,801,932,774,960,828,0.4345,False
206,346,2,bicycle,140,876,94,818,187,934,0.6729,False
206,277,2,bicycle,353,922,315,855,392,990,0.4275,False
206,315,9,motor,467,881,422,813,512,949,0.3280,False
207,346,2,bicycle,145,872,95,810,195,935,0.5412,False
207,349,2,bicycle,341,934,315,875,368,994,0.2928,False
208,346,2,bicycle,149,873,99,810,200,936,0.5821,False
208,349,2,bicycle,343,931,316,870,370,992,0.4556,False
208,347,9,motor,680,809,661,777,699,842,0.4112,False
208,315,9,motor,461,880,414,810,509,950,0.3052,False
209,346,2,bicycle,152,869,98,802,206,936,0.4336,False
209,349,2,bicycle,351,932,324,873,378,992,0.3666,False
209,356,0,pedestrian,773,802,759,769,788,836,0.4336,False
210,346,2,bicycle,153,869,100,802,207,936,0.5095,False
210,349,2,bicycle,349,933,322,874,377,993,0.4515,False
211,346,2,bicycle,157,874,106,811,208,937,0.2990,False
211,349,2,bicycle,352,932,324,872,380,993,0.3383,False
212,346,2,bicycle,159,878,111,819,208,937,0.5198,False
212,349,2,bicycle,355,934,328,876,383,993,0.5453,False
212,365,3,car,568,824,415,761,722,887,0.6894,False
212,242,9,motor,1080,817,1053,797,1108,838,0.3860,False
212,310,9,motor,261,930,163,855,360,1005,0.4554,False
212,343,0,pedestrian,959,801,944,771,974,831,0.2786,False
212,356,0,pedestrian,780,803,766,769,795,837,0.4289,False
213,346,2,bicycle,163,880,116,823,211,937,0.5855,False
213,349,2,bicycle,357,933,328,872,386,994,0.3306,False
213,242,9,motor,1081,816,1051,794,1111,838,0.3341,False
213,310,9,motor,262,927,166,850,359,1005,0.4466,False
213,356,0,pedestrian,781,802,767,770,795,835,0.2865,False
214,346,2,bicycle,164,880,116,824,212,937,0.4848,False
214,349,2,bicycle,356,935,328,876,385,994,0.4311,False
214,310,9,motor,265,933,178,861,353,1005,0.4403,False
214,356,0,pedestrian,782,806,767,771,797,841,0.3772,False
214,365,3,car,618,825,465,763,771,888,0.7252,False
215,346,2,bicycle,163,875,111,814,215,937,0.6804,False
215,349,2,bicycle,359,935,331,876,388,994,0.3178,False
215,365,3,car,634,826,480,763,788,889,0.7285,False
215,315,2,bicycle,436,882,391,819,482,945,0.3000,False
216,346,2,bicycle,164,872,109,808,219,937,0.6745,False
216,349,2,bicycle,359,934,330,875,388,994,0.3265,False
216,365,3,car,638,826,485,763,792,889,0.7726,False
216,310,9,motor,276,929,184,852,369,1006,0.2668,False
216,356,0,pedestrian,785,810,769,772,802,849,0.3976,False
217,346,2,bicycle,165,869,109,802,222,937,0.6563,False
217,349,2,bicycle,369,930,338,868,401,993,0.3846,False
217,365,3,car,647,829,492,766,803,893,0.7188,False
217,242,9,motor,1085,814,1054,791,1117,838,0.3888,False
218,346,2,bicycle,166,869,109,801,223,938,0.5530,False
218,349,2,bicycle,374,932,342,871,406,993,0.4556,False
218,365,3,car,656,829,500,765,813,894,0.4970,False
219,346,2,bicycle,167,867,108,796,226,938,0.5709,False
219,365,3,car,671,828,518,765,824,891,0.5947,False
219,242,9,motor,1094,815,1062,792,1127,838,0.3048,False
220,346,2,bicycle,167,869,111,800,224,938,0.6149,False
220,365,3,car,701,827,550,765,852,890,0.4468,False
220,349,2,bicycle,377,932,344,872,410,993,0.3116,False
221,346,2,bicycle,168,875,117,813,220,938,0.6161,False
221,365,3,car,740,824,591,763,890,886,0.6295,False
221,349,2,bicycle,374,932,341,871,408,993,0.3634,False
221,242,9,motor,1096,814,1062,790,1130,839,0.3344,False
222,346,2,bicycle,169,873,116,809,222,937,0.6333,False
222,365,4,van,775,804,573,720,978,889,0.3856,True
222,349,2,bicycle,377,929,341,866,413,993,0.4765,False
223,346,2,bicycle,170,878,121,819,220,938,0.5478,False
223,365,4,van,800,797,585,705,1016,889,0.6962,False
223,349,2,bicycle,367,932,333,870,402,994,0.3755,False
223,310,9,motor,276,930,188,852,365,1008,0.3027,False
224,346,2,bicycle,171,882,124,826,219,938,0.4122,False
224,365,4,van,824,793,603,697,1045,890,0.6802,False
224,349,2,bicycle,366,933,333,872,400,995,0.6109,False
224,381,0,pedestrian,851,880,811,795,892,965,0.3871,False
225,346,2,bicycle,173,877,122,816,224,938,0.3662,False
225,365,3,car,847,811,666,734,1028,889,0.6444,False
225,349,2,bicycle,375,929,339,865,411,994,0.3979,False
225,382,2,bicycle,558,813,540,777,576,849,0.4013,False
225,310,9,motor,274,929,189,851,359,1007,0.2976,False
226,346,2,bicycle,174,884,128,829,221,939,0.3941,False
226,365,3,car,870,821,709,753,1031,889,0.6451,False
226,349,2,bicycle,373,931,338,868,408,995,0.4050,False
226,382,2,bicycle,558,816,541,783,575,849,0.3918,False
226,310,9,motor,274,929,192,851,357,1007,0.2783,False
226,240,2,bicycle,685,828,657,795,714,861,0.5294,False
226,381,0,pedestrian,857,885,820,805,895,965,0.3277,False
227,346,2,bicycle,174,889,131,840,218,939,0.4162,False
227,365,3,car,892,821,736,756,1049,887,0.5678,False
227,349,2,bicycle,371,931,335,867,407,996,0.3447,False
227,382,2,bicycle,558,819,543,788,574,850,0.3469,False
227,310,9,motor,278,929,197,851,359,1008,0.2534,False
227,384,9,motor,1179,809,1129,779,1229,840,0.4092,False
227,240,2,bicycle,686,824,652,785,720,864,0.3682,False
228,346,2,bicycle,175,888,130,837,221,939,0.3304,False
228,365,3,car,916,805,732,727,1100,883,0.5611,False
228,349,2,bicycle,372,931,336,867,408,996,0.2613,False
228,382,2,bicycle,560,816,542,781,578,852,0.4979,False
228,310,9,motor,294,933,216,860,372,1007,0.3053,False
228,384,9,motor,1179,810,1130,780,1229,841,0.5966,False
228,240,2,bicycle,685,825,649,783,722,868,0.4510,False
229,365,3,car,937,801,747,720,1128,883,0.5304,False
229,382,2,bicycle,560,815,542,778,579,852,0.4615,False
229,310,9,motor,294,935,218,865,370,1006,0.2684,False
229,384,9,motor,1178,811,1129,781,1228,842,0.5505,False
229,240,2,bicycle,693,827,656,783,731,871,0.4727,False
229,381,0,pedestrian,857,880,816,794,898,967,0.3534,False
230,365,3,car,952,795,752,708,1153,882,0.5892,False
230,382,2,bicycle,560,814,542,777,579,851,0.4238,False
230,310,9,motor,298,938,223,870,374,1007,0.2996,False
230,384,9,motor,1177,812,1128,782,1226,843,0.4016,False
230,240,2,bicycle,689,829,650,783,729,875,0.6092,False
230,381,0,pedestrian,846,879,804,790,889,969,0.3374,False
230,346,2,bicycle,178,888,132,837,225,939,0.2934,False
231,365,3,car,970,793,767,704,1174,883,0.5518,False
231,382,2,bicycle,561,814,542,777,580,851,0.3828,False
231,240,2,bicycle,687,829,648,783,727,875,0.5828,False
231,381,0,pedestrian,845,877,802,786,889,968,0.2588,False
231,346,2,bicycle,178,888,130,835,226,941,0.3401,False
